level_0,index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13,topic_distribution
10,262949,245357,1,Whatsapp,,"['update', 'application', 'profile', 'picture', 'go', 'not', 'cool', 'not', 'choose', 'screw', 'testing', 'brother', 'instead', 'husband', 'name', 'go', 'bad', 'day', 'not', 'even', 'access', 'emosi', 'anymorehavent', 'even', 'see', 'video', 'audio', 'call', 'go', 'husband', 'be', 'deploy', 'overseas', 'would', 'love', 'not', 'have', 'interruption']",2019-02-13,77,"since updating the app, profile pictures gone. not cool i cant choose my own. so if i screw up texting my brother instead of my husband (both named John) its going to be a bad day.. and cant even access emojis anymore..havent even seen how my video and audio calls will go. my husband is deployed overseas and i would love to not have interuptions.",1,since updating the application profile picture gone not cool i can not choose my own so if i screw up testing my brother instead of my husband both named john its going to be a bad day and can not even access emosi anymorehavent even seen how my video and audio call will go my husband is deployed overseas and i would love to not have interruption,Molly Hallinan,,,"[0.02998236331569666, 0.02449539486576524, 0.017636684303350973, 0.02998236331569666, 0.01900842641583383, 0.020380168528316683, 0.017636684303350973, 0.021751910640799538, 0.017636684303350973, 0.027238879090730944, 0.11503037428963357, 0.021751910640799538, 0.028610621203213806, 0.03409758965314522, 0.034097589653145216, 0.023123652753282393, 0.017636684303350973, 0.017636684303350973, 0.03821281599059379, 0.021751910640799538, 0.01900842641583383, 0.017636684303350973, 0.017636684303350973, 0.03272584754066237, 0.017636684303350973, 0.027238879090730955, 0.019008426415833828, 0.017636684303350973, 0.058788947677836594, 0.017636684303350973, 0.05055849500293948, 0.017636684303350973, 0.02038016852831668, 0.043699784440525205, 0.045071526553008064]"
11,262950,245358,1,Whatsapp,,"['messaging', 'application', 'be', 'decent', 'enough', 'however', 'quality', 'call', 'be', 'atrocious', 'make', 'call', 'ken', 'western', 'cape', 'be', 'big', 'struggle', 'voice', 'break', 'call', 'constantly', 'recollect', 'suppose', 'high', 'quality', 'wife', 'connection', 'make', 'call', 'city', 'person', 'not', 'even', 'minute', 'away', 'be', 'terrible', 'troublesome', 'cellular_data', 'wife', 'application', 'doe', 'not', 'seem', 'perform', 'well', 'way']",2019-02-12,78,"WhatsApp as a messaging application is decent enough. However, the quality of whatsapp calls is atrocious. Making a call between KZN and the Western Cape is the biggest struggle, with voices breaking up and the call constantly reconnecting. And this over a supposed high quality WiFi connection. Furthermore, making a call within the same city, to a person not even 20 minutes away is just as terrible and troublesome. Cellular data or WiFi, the application doesn't seem to perform well either way.",3,whatsit a a messaging application is decent enough however the quality of whatsit call is atrocious making a call between ken and the western cape is the biggest struggle with voice breaking up and the call constantly recollecting and this over a supposed high quality wife connection furthermore making a call within the same city to a person not even minute away is just a terrible and troublesome cellular data or wife the application doe not seem to perform well either way,Megan Daniels,,,"[0.016420361247947456, 0.06367451195037402, 0.016420361247947456, 0.025360335705163294, 0.029191753329684367, 0.016420361247947456, 0.027914614121510677, 0.04196314541142128, 0.018974639664294836, 0.016420361247947456, 0.04707170224411604, 0.016420361247947456, 0.031746031746031744, 0.016420361247947456, 0.04834884145228974, 0.016420361247947456, 0.024083196496989596, 0.026637474913336984, 0.03302317095420545, 0.016420361247947456, 0.016420361247947456, 0.026637474913336977, 0.017697500456121146, 0.027914614121510667, 0.03302317095420544, 0.09049443532202152, 0.018974639664294836, 0.026637474913336977, 0.027914614121510677, 0.022806057288815913, 0.017697500456121146, 0.052180259076810814, 0.025360335705163294, 0.016420361247947456, 0.030468892537858058]"
12,262952,245360,1,Whatsapp,,"['have', 'update', 'yesterday', 'ever', 'have', 'be', 'struggle', 'message', 'doe', 'not', 'want', 'come', 'send', 'message', 'hang', 'little', 'watch', 'sign', 'restart', 'device', 'open', 'application', 'do', 'not', 'know', 'be', 'go', 'worked_fine', 'late', 'update']",2019-02-12,80,I've updated my whatsap yesterday. And ever since then I've been struggling with it. Messages doesn't want come through. And when I send messages it hangs with the little watch sign until I restart my device and open the app again. Don't know what's going on but it worked just fine until the latest update.,1,i have updated my whatsit yesterday and ever since then i have been struggling with my whatsit message doe not want come through and when i send message my whatsit hang with the little watch sign until i restart my device and open the application again do not know what is going on but my whatsit worked just fine until the latest update,Carin Smit,,,"[0.020408163265306128, 0.021995464852607716, 0.028344671201814074, 0.03628117913832201, 0.021995464852607716, 0.020408163265306128, 0.020408163265306128, 0.020408163265306128, 0.0378684807256236, 0.020408163265306128, 0.02199546485260772, 0.06009070294784584, 0.020408163265306128, 0.025170068027210894, 0.042630385487528365, 0.020408163265306128, 0.03469387755102042, 0.03469387755102042, 0.02199546485260772, 0.020408163265306128, 0.021995464852607716, 0.020408163265306128, 0.021995464852607716, 0.052154195011337896, 0.02199546485260772, 0.04421768707482996, 0.020408163265306128, 0.020408163265306128, 0.04897959183673472, 0.020408163265306128, 0.053741496598639485, 0.020408163265306128, 0.020408163265306128, 0.04104308390022677, 0.020408163265306128]"
13,262954,245362,1,Whatsapp,,"['instal', 'sep', 'communicate', 'boyfriend', 'boyfriend', 'travel', 'overseas', 'sep', 'work', 'well', 'have', 'issue', 'last', 'update', 'contact', 'photo', 'disappear', 'email', 'developer', 'revd', 'canned', 'response', 'read', 'user', 'comment', 'indicate', 'none', 'scale', 'fix', 'worth', 'damn', 'be', 'obviously', 'update', 'issue', 'wonder', 'long', 'developer', 'issue', 'fix', 'star']",2019-02-09,83,"I installed this Sep '18 to communicate w/ my bf when he traveled overseas & it worked very well. I have had no issues until this last update, contact photo disappeared; an email to the developer rcvd a canned response. Reading other users' comments indicate that none of the so-called 'fixes' are worth a damn, it's obviously an UPDATE issue. Wonder how long before the developers issue a fix? Until then, no more than 3 stars.",3,i installed this sep to communicate w my boyfriend when my boyfriend travelled overseas and this sep worked very well i have had no issue until this last update contact photo disappeared an email to the developer revd a canned response reading other user comment indicate that none of the scaled fix are worth a damn it is obviously an update issue wonder how long before the developer issue a fix until then no more than star,T Bonds,,,"[0.017211703958691912, 0.021227768215720023, 0.01855039204436795, 0.027921208644100214, 0.017211703958691912, 0.017211703958691912, 0.027921208644100214, 0.03193727290112832, 0.017211703958691912, 0.02925989672977625, 0.017211703958691912, 0.025243832472748133, 0.017211703958691912, 0.023905144387072093, 0.0239051443870721, 0.019889080130043986, 0.01855039204436795, 0.060049722700325124, 0.019889080130043982, 0.02925989672977624, 0.026582520558424173, 0.027921208644100214, 0.04800152992924078, 0.04800152992924078, 0.017211703958691912, 0.017211703958691912, 0.01855039204436795, 0.02524383247274814, 0.023905144387072093, 0.01855039204436795, 0.08146873207114172, 0.08950086058519793, 0.03327596098680436, 0.019889080130043986, 0.023905144387072093]"
14,262955,245363,1,Whatsapp,,"['have', 'serious', 'issue', 'call', 'recent', 'update', 'whenever', 'screen', 'go', 'exit', 'application', 'call', 'screen', 'keep', 'break', 'party', 'doe', 'not', 'hear', 'anymore', 'also', 'have', 'call', 'screen', 'have', 'quality', 'conversation']",2019-02-11,84,"having serious issues with calling since the recent update. Whenever my screen goes off or I exit the app while on a call, it keeps breaking then after a while the other party doesn't hear me anymore. I also have to be on the WhatsApp call screen to have a quality conversation. 😥",3,having serious issue with calling since the recent update whenever my screen go off or i exit the application while on a call my screen keep breaking then after a while the other party doe not hear me anymore i also have to be on the whatsit call screen to have a quality conversation,femi Ashaolu,,,"[0.023809523809523805, 0.03582153582153581, 0.0208065208065208, 0.0208065208065208, 0.03131703131703131, 0.019305019305019298, 0.019305019305019298, 0.03882453882453882, 0.0208065208065208, 0.058344058344058335, 0.04783354783354783, 0.026812526812526803, 0.023809523809523805, 0.019305019305019298, 0.02831402831402831, 0.019305019305019298, 0.0208065208065208, 0.05684255684255683, 0.0238095238095238, 0.019305019305019298, 0.0223080223080223, 0.032818532818532815, 0.019305019305019298, 0.07486057486057485, 0.03432003432003431, 0.0253110253110253, 0.0223080223080223, 0.019305019305019298, 0.032818532818532815, 0.0223080223080223, 0.03582153582153581, 0.019305019305019298, 0.0253110253110253, 0.019305019305019298, 0.019305019305019298]"
15,262958,245366,1,Whatsapp,,"['ceo', 'regard', 'status', 'problem', 'sir', 'do', 'not', 'have', 'service', 'could', 'share', 'view', 'voice_clip', 'request', 'fix', 'problem', 'also', 'do', 'company', 'could', 'earn', 'profit', 'shall', 'oblige', 'sir', 'thank', 'manna', 'susana']",2019-02-14,87,To The CEO of WhatsApp Subject:- Regarding status problem. Sir we don't have a service by which we could share our views as staus by voice clip . So i request you to fix this problem. Also by doing this your company could earn profit . I shall be obliged by you. Thank you Manna Susawat,1,to the ceo of whatsit subject regarding status problem sir we do not have a service by which we could share we view a status by voice clip so i request you to fix this problem also by doing this your company could earn profit i shall be obliged by sir thank you manna susana,manna susawat,,,"[0.06066536203522507, 0.03174603174603175, 0.02109154163948685, 0.022613611654707554, 0.02413568166992825, 0.03326810176125246, 0.02109154163948685, 0.021091541639486847, 0.019569471624266147, 0.030223961730811058, 0.02870189171559035, 0.019569471624266147, 0.02870189171559035, 0.022613611654707554, 0.04544466188301806, 0.021091541639486847, 0.04544466188301807, 0.03479017177647316, 0.019569471624266147, 0.02109154163948685, 0.04392259186779737, 0.034790171776473144, 0.019569471624266147, 0.05914329202000437, 0.019569471624266147, 0.019569471624266147, 0.019569471624266147, 0.021091541639486847, 0.019569471624266147, 0.019569471624266147, 0.027179821700369658, 0.02109154163948685, 0.022613611654707554, 0.03631224179169386, 0.04392259186779737]"
16,262959,245367,1,Whatsapp,,"['lollipop', 'android', 'feature', 'not', 'intrude', 'call', 'use', 'phone', 'call', 'notification', 'be', 'suppose', 'hover', 'exist', 'ui', 'current', 'action', 'application', 'may', 'properly', 'end', 'answer', 'call', 'call', 'not', 'be', 'update', 'feature', 'year', 'feature', 'edit', 'late', 'update', 'completely', 'ignore', 'void', 'call']",2019-02-16,89,"Since lollipop, Android has the feature to not intrude with calls while using the phone. The call notification is supposed to hover over the existing UI so that the current action or app may be properly ended before answering the call. Whatsapp call has not been updated with that feature 4 years into it. -------- Edit: After the latest update, now completely ignores voip calls like whatsapp.-------",2,since lollipop android has the feature to not intrude with call while using the phone the call notification is supposed to hover over the existing ui so that the current action or application may be properly ended before answering the call whatsit call has not been updated with that feature year into that feature edit after the latest update now completely ignores void call like whatsit,Jeremiah Priyatham Pakki,,,"[0.01763668430335097, 0.10131295316480501, 0.01763668430335097, 0.01763668430335097, 0.01763668430335097, 0.02038016852831668, 0.01763668430335097, 0.01763668430335097, 0.02175191064079953, 0.020380168528316676, 0.0725063688026651, 0.01763668430335097, 0.01763668430335097, 0.01763668430335097, 0.027238879090730937, 0.01763668430335097, 0.05741720556535372, 0.053301979227905166, 0.0286106212032138, 0.02312365275328238, 0.01763668430335097, 0.01763668430335097, 0.020380168528316676, 0.02861062120321379, 0.04369978444052519, 0.01900842641583382, 0.025867136978248093, 0.01763668430335097, 0.01763668430335097, 0.029982363315696654, 0.04369978444052519, 0.01763668430335097, 0.025867136978248093, 0.02861062120321379, 0.04369978444052519]"
17,262962,245370,1,Whatsapp,,"['useful', 'little', 'application', 'doe', 'come', 'frustration', 'want', 'view', 'image', 'click', 'image', 'load', 'image', 'image', 'download', 'phone', 'be', 'annoy', 'want', 'view', 'image', 'not', 'save', 'image', 'clog', 'phone', 'go', 'gifs', 'video', 'fix', 'do', 'would', 'probably', 'use', 'face', 'messenger']",2019-02-11,92,"Useful little app but does come with frustrations. I want to view images and when I click on an image to load it it downloads onto my phone which is annoying. Want to view the image not save it and clog up my phone. Same goes for gifs and videos. Please fix it, if you do Id probably use this more than fb messenger",3,useful little application but doe come with frustration i want to view image and when i click on an image to load an image an image download onto my phone which is annoying want to view an image not save an image and clog up my phone same go for gifs and video please fix it if you do id probably use this more than face-on messenger,Solomon Lane,,,"[0.02757936507936507, 0.037301587301587315, 0.028968253968253973, 0.022023809523809525, 0.08869047619047621, 0.017857142857142856, 0.022023809523809525, 0.020634920634920634, 0.030357142857142857, 0.019246031746031747, 0.031746031746031744, 0.04146825396825398, 0.020634920634920634, 0.017857142857142856, 0.05674603174603176, 0.020634920634920634, 0.020634920634920634, 0.03035714285714286, 0.04285714285714287, 0.02757936507936508, 0.023412698412698413, 0.019246031746031747, 0.017857142857142856, 0.02619047619047619, 0.022023809523809525, 0.03035714285714286, 0.017857142857142856, 0.03035714285714286, 0.031746031746031744, 0.019246031746031747, 0.02757936507936507, 0.028968253968253973, 0.024801587301587304, 0.017857142857142856, 0.0373015873015873]"
18,262966,245374,1,Whatsapp,,"['problem', 'see', 'be', 'get', 'disabled', 'double', 'blue_tick', 'friend', 'mine', 'tell', 'show', 'friend', 'able', 'see', 'info', 'message', 'friend', 'could', 'see', 'receive', 'read', 'make', 'double_tick', 'disability', 'useless', 'friend', 'mine', 'phone', 'have', 'android', 'hope', 'fix']",2019-02-16,96,"The only problem I see is that I got disabled the double blue tick, and a friend of mine told me and show me he was able to see the info of the messages. He could see when had I received it and when had I read it, making double tick disability useless. He had Iphone, I have android Hope you can fix it",1,the only problem i see is that i got disabled the double blue tick and a friend of mine told me and show me a friend of mine was able to see the info of the message a friend of mine could see when had i received it and when had i read it making double tick disability useless a friend of mine had phone i have android hope you can fix it,Alsagon,,,"[0.02312365275328238, 0.05055849500293946, 0.0464432686654909, 0.021751910640799527, 0.021751910640799527, 0.01763668430335097, 0.03409758965314521, 0.01763668430335097, 0.01763668430335097, 0.01763668430335097, 0.01900842641583382, 0.01763668430335097, 0.03409758965314521, 0.01900842641583382, 0.025867136978248093, 0.0286106212032138, 0.01763668430335097, 0.01763668430335097, 0.029982363315696654, 0.027238879090730948, 0.031354105428179506, 0.025867136978248093, 0.025867136978248093, 0.0464432686654909, 0.01763668430335097, 0.03272584754066236, 0.01763668430335097, 0.024495394865765234, 0.019008426415833824, 0.0725063688026651, 0.0670194003527337, 0.02449539486576524, 0.01763668430335097, 0.05467372134038802, 0.01763668430335097]"
19,262969,245377,1,Whatsapp,,"['do', 'not', 'understand', 'hell', 'doe', 'not', 'adopt', 'face', 'messenger', 'interface', 'be', 'doubt', 'good', 'interface', 'messenger', 'application', 'even', 'face', 'own', 's', 'use', 'have', 'flaw', 'limitation', 'share', 'good', 'feature', 'make', 'better', 'late', 'update', 'bring', 'stupid', 'issue', 'status', 'image', 'blur', 'video', 'not', 'play']",2019-02-18,100,"i dont understand why the hell whatsapp does not adopt facebook messenger interface which is no doubt best interface than any of the messenger app even after facebook owning whatsapp whats the use if both have their flaws and limitations, both should share their best features to make them better. latest update has brought stupid issues status images blurred videos not playing",3,i do not understand why the hell whatsit doe not adopt face-on messenger interface which is no doubt best interface than any of the messenger application even after face-on owning whatsit whats the use if both have both flaw and limitation both should share both best feature to make both better latest update has brought stupid issue status image blurred video not playing,Prathamesh Shirsat,,,"[0.029616724738675954, 0.05400696864111498, 0.01742160278745644, 0.028261711188540456, 0.026906697638404954, 0.01742160278745644, 0.01742160278745644, 0.028261711188540446, 0.01742160278745644, 0.018776616337591943, 0.029616724738675954, 0.020131629887727445, 0.04045683313975997, 0.018776616337591947, 0.025551684088269445, 0.020131629887727445, 0.03232675183894696, 0.04045683313975997, 0.026906697638404954, 0.03232675183894696, 0.024196670538133947, 0.06620209059233449, 0.01742160278745644, 0.03232675183894696, 0.078397212543554, 0.018776616337591947, 0.018776616337591943, 0.043166860240030976, 0.01742160278745644, 0.01742160278745644, 0.03097173828881146, 0.01742160278745644, 0.01742160278745644, 0.028261711188540456, 0.029616724738675954]"
20,262971,245379,1,Whatsapp,,"['user', 'see', 'everyday', 'be', 'get', 'rank', 'think', 'telegram', 'application', 'be', 'well', 'share', 'post', 'contact', 'second', 'option', 'tool', 'telegram', 'application', 'be', 'available', 'term', 'privacy', 'hope', 'work', 'fix', 'issue', 'doe', 'not', 'turn', 'facebokif', 'facebokif', 'face', 'have', 'switch', 'application', 'sorry', 'mark_zuckerberg']",2019-02-16,102,"Users can see everyday WhatsApp is getting more 1 ⭐ ranking more and more, I think Telegram application is more better than WhatsApp... I can share post with more than 5 contacts... Second more option and tools on Telegram App is available(in terms of the privacy). I hope you are working on fixing the issues and doesn't turn up like Facebook...if its like FB we have to switch to other App, Sorry Mark Zuckerberg.🤔",1,user can see everyday whatsit is getting more ranking more and more i think telegram application is more better than whatsit i can share post with more than contact second more option and tool on telegram application is available term of the privacy i hope you are working on fixing the issue and doe not turn up like facebokif facebokif like face-on we have to switch to other application sorry mark zuckerberg,hoda sam,,,"[0.023905144387072093, 0.019889080130043982, 0.01721170395869191, 0.026582520558424163, 0.0627270988716772, 0.03327596098680436, 0.018550392044367942, 0.018550392044367946, 0.035953337158156434, 0.018550392044367942, 0.01721170395869191, 0.0239051443870721, 0.019889080130043982, 0.02658252055842417, 0.07477529164276153, 0.01721170395869191, 0.022566456301396056, 0.0453241537578887, 0.029259896729776247, 0.019889080130043982, 0.018550392044367942, 0.02658252055842417, 0.021227768215720023, 0.03996940141518455, 0.03595333715815644, 0.01721170395869191, 0.01721170395869191, 0.04130808950086059, 0.04934021801491681, 0.018550392044367946, 0.031937272901128314, 0.030598584815452273, 0.018550392044367942, 0.038630713329508515, 0.022566456301396056]"
21,262972,245380,1,Whatsapp,,"['great', 'application', 'huge', 'issue', 'be', 'use', 'take', 'photo', 'try', 'send', 'emotion', 'description', 'doe', 'not', 'send', 'delete', 'photo', 'take', 'doe', 'not', 'save', 'device', 'gutwrenche', 'snap', 'amazing', 'photo', 'send', 'love', 'smiley', 'have', 'disappear', 'forever']",2019-02-12,103,Great app. But my one huge issue is that if I use WhatsApp to take a photo and try to send with an emoticon in description it doesn't send and deletes photo taken (doesn't save to device). Which can be gutwrenching when you snap an amazing photo to send to a loved one with a smiley. Only to have it disappear forever...,3,great application but my one huge issue is that if i use whatsit to take a photo and try to send with an emotion in description it doe not send and deletes photo taken doe not save to device which can be gutwrenching when you snap an amazing photo to send to a loved one with a smiley only to have it disappear forever,Benjamin Lauer,,,"[0.032818532818532815, 0.04483054483054484, 0.032818532818532815, 0.02230802230802231, 0.025311025311025314, 0.020806520806520807, 0.025311025311025314, 0.020806520806520807, 0.03432003432003432, 0.03131703131703132, 0.0193050193050193, 0.0193050193050193, 0.0193050193050193, 0.0193050193050193, 0.05684255684255685, 0.020806520806520807, 0.03732303732303733, 0.06134706134706135, 0.03131703131703132, 0.020806520806520807, 0.025311025311025307, 0.046332046332046344, 0.020806520806520807, 0.032818532818532815, 0.0193050193050193, 0.020806520806520807, 0.0193050193050193, 0.05984555984555986, 0.0193050193050193, 0.028314028314028315, 0.020806520806520807, 0.020806520806520807, 0.020806520806520807, 0.029815529815529818, 0.0193050193050193]"
22,262975,245383,1,Whatsapp,,"['phone', 'call', 'not', 'good', 'right', 'day', 'application', 'ask', 'give', 'rating', 'call', 'girlfriend', 'girlfriend', 'not', 'hear', 'clearly', 'say', 'mobile', 'datum', 'issue', 'singapore', 'application', 'require', 'internet', 'work']",2019-02-12,107,"the phone call are not good. rught after the other day when the app ask ke to give a rating, when i was calling my girlfriend she cant hear clearly what im saying. our mobile data has no issue. and we are at Singapore ~ any other app require internet works too..",2,the phone call are not good right after the other day when the application ask ke to give a rating when i was calling my girlfriend my girlfriend can not hear clearly what i saying our mobile data has no issue and our are at singapore any other application require internet work too,Alvin sleep,,,"[0.034080298786181136, 0.021008403361344536, 0.03244631185807656, 0.029178338001867418, 0.03081232492997199, 0.053688141923436045, 0.021008403361344536, 0.021008403361344536, 0.027544351073762834, 0.021008403361344536, 0.03734827264239028, 0.02754435107376284, 0.03571428571428571, 0.030812324929971987, 0.04878618113912232, 0.021008403361344536, 0.02264239028944911, 0.04715219421101774, 0.03734827264239029, 0.021008403361344536, 0.021008403361344536, 0.03571428571428571, 0.021008403361344536, 0.03244631185807657, 0.022642390289449112, 0.02264239028944911, 0.022642390289449112, 0.021008403361344536, 0.025910364145658265, 0.02264239028944911, 0.021008403361344536, 0.021008403361344536, 0.04551820728291316, 0.021008403361344536, 0.022642390289449112]"
23,262978,245386,1,Whatsapp,,"['good', 'update', 'new', 'update', 'update', 'simply', 'awful', 'sense', 'get', 'conversation', 'update', 'show', 'notification', 'usually', 'reply', 'message', 'motif', 'not', 'cause', 'update', 'display', 'next', 'be', 'send', 'message', 'multiple', 'contact', 'update', 'message', 'could', 'send', 'unlimited', 'contact', 'update', 'message', 'limit', 'contact', 'time', 'consume', 'send', 'message', 'contact', 'fix', 'update', 'message']",2019-02-07,111,Was best before the update ...now with the new update... its simply awful in the sense that i got over 200 conversations on whatsapp ...and its showing only 21 on notifications ... i usually reply messages on notif.. now i cant cause its displaying less chats... next is about sending message to multiple contact ..before the update 1 message could be sent to unlimited contact ...now its limited to only 5 contact..Its very time consuming to send messages to 100 contacts 5 by 5 FIX IT PLEASE :),1,was best before the update now with the new update the update simply awful in the sense that i got over conversation on whatsit and the update showing only on notification i usually reply message on motif now i can not cause the update displaying le chat next is about sending message to multiple contact before the update message could be sent to unlimited contact now the update message limited to only contact very time consuming to send message to contact by fix the update message please,Sa yf,,,"[0.027238879090730934, 0.029982363315696644, 0.017636684303350966, 0.027238879090730944, 0.02861062120321379, 0.017636684303350966, 0.03272584754066236, 0.017636684303350966, 0.03272584754066236, 0.020380168528316676, 0.019008426415833817, 0.03821281599059378, 0.019008426415833817, 0.017636684303350966, 0.04232804232804234, 0.017636684303350966, 0.017636684303350966, 0.027238879090730944, 0.023123652753282386, 0.02449539486576523, 0.02449539486576523, 0.0313541054281795, 0.02586713697824809, 0.028610621203213796, 0.029982363315696644, 0.01900842641583382, 0.02312365275328238, 0.01900842641583382, 0.01900842641583382, 0.017636684303350966, 0.12188908485204779, 0.046443268665490894, 0.024495394865765237, 0.05330197922790516, 0.017636684303350966]"
24,262981,245389,1,Whatsapp,,"['update', 'last', 'version', 'never', 'have', 'new', 'message', 'pop', 'open', 'application', 'application', 'unsatisfie', 'expect', 'urgent', 'message', 'application', 'never', 'show', 'open', 'application']",2019-02-10,115,"I just update with this last version but since then i never have any new messages popped up, unless i open the app. Its very unsatisfied when you are expecting urgent message but it never showed until i open it.",3,i just update with this last version but since then i never have any new message popped up unless i open the application the application very unsatisfied when you are expecting urgent message but the application never showed until i open the application,Ossy Yuni Archan,,,"[0.021008403361344536, 0.021008403361344536, 0.027544351073762834, 0.02264239028944911, 0.034080298786181136, 0.04388422035480859, 0.04388422035480859, 0.021008403361344536, 0.021008403361344536, 0.02427637721755369, 0.021008403361344536, 0.053688141923436045, 0.021008403361344536, 0.021008403361344536, 0.08636788048552754, 0.02264239028944911, 0.03081232492997199, 0.02264239028944911, 0.021008403361344536, 0.021008403361344536, 0.021008403361344536, 0.02264239028944911, 0.03408029878618112, 0.038982259570494865, 0.02591036414565826, 0.03244631185807656, 0.021008403361344536, 0.027544351073762834, 0.02264239028944911, 0.021008403361344536, 0.034080298786181136, 0.021008403361344536, 0.03244631185807656, 0.021008403361344536, 0.022642390289449112]"
25,262983,245391,1,Whatsapp,,"['not', 'able', 'send', 'bulk', 'message', 'single', 'attempt']",2019-02-16,117,I cant able to send bulk message ar single attempt.,4,i can not able to send bulk message ar single attempt,kanchi vazhippokkan,,,"[0.026455026455026447, 0.03880070546737212, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.028512639623750724, 0.02851263962375073, 0.02851263962375073, 0.026455026455026447, 0.026455026455026447, 0.03468547912992357, 0.026455026455026447, 0.032627865961199286, 0.030570252792475, 0.026455026455026447, 0.026455026455026447, 0.03468547912992356, 0.026455026455026447, 0.026455026455026447, 0.028512639623750724, 0.026455026455026447, 0.026455026455026447, 0.028512639623750724, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.02851263962375073, 0.026455026455026447, 0.026455026455026447, 0.03468547912992357, 0.0408583186360964, 0.026455026455026447]"
26,262985,245393,1,Whatsapp,,"['message', 'send', 'error', 'new', 'update', 'fix']",2019-02-12,120,Message Sending Error In New Update Please Fix It.,1,message sending error in new update please fix it,Faisal Ansari Official,,,"[0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.03533992213237497, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.029050613956274333, 0.026954177897574122, 0.026954177897574122, 0.02905061395627433, 0.029050613956274333, 0.039532794249775384, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.03324348607367475, 0.026954177897574122, 0.026954177897574122, 0.02905061395627433, 0.026954177897574122, 0.026954177897574122, 0.02905061395627433, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.04582210242587601, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122]"
27,262988,245396,1,Whatsapp,,"['status', 'doe', 'not', 'download', 'correctly', 'always', 'show', 'error', 'quickly', 'send', 'update', 'plc']",2019-02-10,123,The status are doesn't download correctly it always show some error msgs so plz quickly send me an update plzzzzzz😔,4,the status are doe not download correctly the status always show some error mug so please quickly send me an update plc,palanisakthivel a,,,"[0.03927898843153081, 0.031746031746031744, 0.027979553403282217, 0.024213075060532687, 0.024213075060532687, 0.026096314231907454, 0.04304546677428034, 0.024213075060532687, 0.024213075060532687, 0.024213075060532687, 0.03551251008878128, 0.03551251008878128, 0.024213075060532687, 0.024213075060532687, 0.024213075060532687, 0.024213075060532687, 0.026096314231907454, 0.04116222760290556, 0.024213075060532687, 0.02986279257465698, 0.02609631423190745, 0.024213075060532687, 0.024213075060532687, 0.024213075060532687, 0.024213075060532687, 0.024213075060532687, 0.024213075060532687, 0.024213075060532687, 0.0392789884315308, 0.024213075060532687, 0.05434490180252893, 0.02609631423190745, 0.029862792574656984, 0.027979553403282217, 0.024213075060532687]"
