index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13,topic_distribution
16,16,1,Facebook,,"['show', 'old', 'post', 'bad', 'enough', 'get', 'bad', 'update', 'not', 'unload', 'photo', 'time', 'share', 'doe', 'not', 'work', 'time', 'look', 'be', 'already', 'post', 'seem', 'design', 'thing', 'prevent', 'interaction']",2019-02-12,600022,"before it only showed old posts, that was bad enough. it gets worse with every update. now it will not upload photos % of the time, ""share"" does not work most of the time. you can look at what is already posted but they seem to design this thing to prevent interaction.",1,before it only showed old post that was bad enough it get worse with every update now it will not unload photo of the time share doe not work most of the time you can look at what is already posted but they seem to design this thing to prevent interaction,Lee B,,,"[0.03679653679653679, 0.038480038480038475, 0.023328523328523323, 0.02164502164502164, 0.02164502164502164, 0.02164502164502164, 0.02164502164502164, 0.02164502164502164, 0.03511303511303511, 0.03174603174603175, 0.03679653679653679, 0.05531505531505532, 0.03679653679653679, 0.02164502164502164, 0.02501202501202501, 0.03679653679653679, 0.02164502164502164, 0.036796536796536786, 0.038480038480038475, 0.02164502164502164, 0.036796536796536786, 0.031746031746031744, 0.02164502164502164, 0.033429533429533434, 0.02164502164502164, 0.02669552669552669, 0.02164502164502164, 0.02164502164502164, 0.02164502164502164, 0.03511303511303511, 0.02164502164502164, 0.023328523328523323, 0.023328523328523327, 0.03342953342953343, 0.02164502164502164]"
17,17,1,Facebook,,"['application', 'take', 'lot', 'ram', 'not', 'recommend', 'gb', 'ram', 'phone', 'have', 'little', 'aps', 'otherwise', 'application', 'be', 'decent', 'lot', 'feature', 'sometimes', 'application', 'refresh', 'take', 'back', 'top', 'feed', 'especially', 'switch', 'application', 'come', 'back']",2019-02-13,600023,"the application takes a lot of ram, so not recommended for gb ram phones unless you have very little apps. otherwise, the application is decent with lots of features, but sometimes the application refreshes and takes me back to the top of my feed. especially if i switch out to another application and come back.",4,the application take a lot of ram so not recommended for gb ram phone unless you have very little aps otherwise the application is decent with lot of feature but sometimes the application refreshes and take me back to the top of my feed especially if i switch out to another application and come back,Jonathan Ventura,,,"[0.020806520806520803, 0.08687258687258687, 0.0193050193050193, 0.020806520806520803, 0.0193050193050193, 0.025311025311025304, 0.0193050193050193, 0.0193050193050193, 0.041827541827541836, 0.0193050193050193, 0.032818532818532815, 0.0193050193050193, 0.022308022308022306, 0.0193050193050193, 0.032818532818532815, 0.0193050193050193, 0.0193050193050193, 0.0193050193050193, 0.020806520806520803, 0.07786357786357787, 0.038824538824538825, 0.032818532818532815, 0.032818532818532815, 0.04633204633204634, 0.0193050193050193, 0.061347061347061346, 0.0193050193050193, 0.0193050193050193, 0.0193050193050193, 0.025311025311025304, 0.0193050193050193, 0.028314028314028312, 0.0193050193050193, 0.023809523809523805, 0.0193050193050193]"
18,18,1,Facebook,,"['recently', 'people', 'log', 'account', 'not', 'let', 'back', 'give', 'correct', 'password', 'system', 'tell', 'wrong', 'first', 'become', 'client', 'have', 'password', 'not', 'wrong', 'get', 'tired', 'play', 'game', 'help', 'fix', 'game', 'cancel', 'application', 'aps', 'link']",2019-02-15,600024,"recently you people logged me out of my account and now will not let me back in. i give you the correct password and your system tells me i am wrong. since i first became a client of yours, i have had only  passwords. so i am not wrong. i am getting tired of playing this game. either you help me fix this game or i will cancel your application. and any other apps that link to yours.",1,recently you people logged me out of my account and now will not let me back in i give you the correct password and your system tell me i am wrong since i first became a client of yours i have had only password so i am not wrong i am getting tired of playing this game either you help me fix this game or i will cancel your application and any other aps that link to yours,Thomas Schneider,,,"[0.03631224179169385, 0.045444661883018066, 0.019569471624266147, 0.03631224179169385, 0.019569471624266147, 0.021091541639486847, 0.07436399217221137, 0.019569471624266147, 0.03631224179169385, 0.022613611654707547, 0.03326810176125246, 0.025657751685148947, 0.024135681669928247, 0.02109154163948685, 0.028701891715590355, 0.03174603174603175, 0.021091541639486847, 0.037834311806914545, 0.05153294194390087, 0.03022396173081105, 0.045444661883018066, 0.019569471624266147, 0.019569471624266147, 0.019569471624266147, 0.019569471624266147, 0.02413568166992825, 0.019569471624266147, 0.02109154163948685, 0.03326810176125246, 0.03935638182213526, 0.019569471624266147, 0.019569471624266147, 0.019569471624266147, 0.02261361165470755, 0.021091541639486847]"
19,19,1,Facebook,,"['always', 'fail', 'load', 'right', 'side', 'button', 'show', 'related', 'item', 'fail', 'retrieve', 'recent', 'tab', 'show', 'say', 'be', 'end', 'news_feed', 'be', 'not', 'friendly', 'much', 'ad', 'not', 'see', 'friend', 'post', 'shame', 'would', 'prefer', 'use', 'desktop', 'way', 'fail', 'unload', 'photo', 'face', 'mobile', 'webster', 'also', 'check']",2019-02-18,600025,"always fail to load the right side button (show all related itema); fail to retrieve most recent in the tab ,only show a few then said is the end news feed is not friendly as there are too much ad and i cannot see my friends posts. what a shame. i would prefer to use desktop if i can. by the way fail to upload photos through facebook mobile website also, please check (",1,always fail to load the right side button show all related item fail to retrieve most recent in the tab only show a few then said is the end news feed is not friendly a there are too much ad and i can not see my friend post what a shame i would prefer to use desktop if i can by the way fail to unload photo through face-on mobile webster also please check,A Google User,,,"[0.02370906168374522, 0.03214788024914606, 0.01808318264014466, 0.01808318264014466, 0.0194896524010448, 0.01808318264014466, 0.05605786618444846, 0.0194896524010448, 0.0574643359453486, 0.04058669881454691, 0.0433996383363472, 0.03777375929274663, 0.033554350010046204, 0.029334940727345785, 0.02230259192284508, 0.023709061683745227, 0.01808318264014466, 0.027928470966445636, 0.01808318264014466, 0.03214788024914606, 0.02511553144464536, 0.05605786618444846, 0.020896122161944943, 0.0194896524010448, 0.0194896524010448, 0.01808318264014466, 0.04058669881454691, 0.03074141048824592, 0.030741410488245927, 0.01808318264014466, 0.0194896524010448, 0.029334940727345774, 0.034960819770946346, 0.02230259192284508, 0.025115531444645366]"
21,21,1,Facebook,,"['time', 'phone', 'hawes', 'mate', 'professional', 'make', 'little', 'update', 'face', 'news_feed', 'doe', 'not', 'load', 'anything', 'new', 'old', 'story', 'thing', 'happen', 'use', 'have', 'samsung', 'take', 'month', 'update', 'face', 'application', 'work', 'properly']",2019-02-16,600027,"every time my phone - huawei mate  professional - makes a little update, facebook news feed does not load anithing new. same old stories from  or  days ago. same thing happened when i used to have a samsung. and it takes months for you to update the facebook application and work properly.",1,every time my phone hawes mate professional make a little update face-on news feed doe not load anything new same old story from or day ago same thing happened when i used to have a samsung and it take month for you to update the face-on application and work properly,o black,,,"[0.02261361165470755, 0.019569471624266147, 0.03479017177647316, 0.019569471624266147, 0.021091541639486847, 0.019569471624266147, 0.028701891715590355, 0.019569471624266147, 0.03631224179169386, 0.02261361165470755, 0.05305501195912157, 0.048488801913459466, 0.019569471624266147, 0.019569471624266147, 0.019569471624266147, 0.02109154163948685, 0.019569471624266147, 0.05305501195912157, 0.03783431180691456, 0.03022396173081105, 0.03631224179169386, 0.030223961730811058, 0.019569471624266147, 0.019569471624266147, 0.019569471624266147, 0.03479017177647315, 0.05153294194390087, 0.019569471624266147, 0.019569471624266147, 0.05914329202000437, 0.019569471624266147, 0.03174603174603175, 0.019569471624266147, 0.03326810176125246, 0.019569471624266147]"
22,22,1,Facebook,,"['log', 'reason', 'still', 'do', 'not', 'know', 'log', 'phone', 'year', 'longer', 'use', 'application', 'face', 'force', 'send', 'verification', 'text', 'never', 'receive', 'verification', 'text', 'browser', 'messenger', 'work', 'fine', 'frustrating', 'guess', 'browser', 'messenger', 'great', 'reason', 'stay', 'face', 'terrible', 'datum', 'privacy', 'issue', 'awful', 'company', 'ethic', 'conservative', 'user', 'silence']",2019-02-15,600028,"i was logged out for some reason (still do not know why) after being logged in on this phone for  years. i can now no longer use the application at all, because facebook forces me to send a verification text and i never receive a verification text. browser and messenger both work fine. so frustrating. i guess browser and messenger both a great reason to stay off facebook. terrible data and privacy issues and awful company ethics where conservative users are silenced.",1,i was logged out for some reason still do not know why after being logged in on this phone for year i can now no longer use the application at all because face-on force me to send a verification text and i never receive a verification text browser and messenger both work fine so frustrating i guess browser and messenger both a great reason to stay off face-on terrible data and privacy issue and awful company ethic where conservative user are silenced,Celeste Smith,,,"[0.048911037283130336, 0.033407161314138074, 0.06053894425987453, 0.019195275009228508, 0.020487264673311197, 0.0308231819859727, 0.03469915097822076, 0.02436323366555926, 0.01790328534514582, 0.03599114064230346, 0.07991878922111484, 0.0424510889627169, 0.016611295681063128, 0.01790328534514582, 0.03469915097822076, 0.05666297526762647, 0.016611295681063128, 0.01790328534514582, 0.016611295681063128, 0.026947212993724635, 0.01790328534514582, 0.01790328534514582, 0.0424510889627169, 0.016611295681063128, 0.016611295681063128, 0.01790328534514582, 0.04374307862679958, 0.029531192321890012, 0.021779254337393878, 0.026947212993724635, 0.016611295681063128, 0.016611295681063128, 0.016611295681063128, 0.020487264673311193, 0.02565522332964195]"
23,23,1,Facebook,,"['bad', 'application', 'day', 'update', 'even', 'several', 'time', 'repeatedly', 'video', 'clarity', 'be', 'become', 'worst', 'bad', 'take', 'immediate', 'action', 'also', 'update', 'version', 'be', 'mb', 'quality', 'hell', 'happen', 'application', 'be', 'video', 'quality', 'irritate', 'heavy', 'update', 'hell', 'video', 'quality', 'be', 'become', 'poor', 'be', 'wrong', 'poor', 'video', 'quality', 'use', 'android', 'grin', 'network']",2019-02-14,600029,"worst application now a days. after updating even several times, repeatedly the video clarity is becoming worst and worst. please take immediate action. also the updateing version is around mb, but no quality. // what the hell happened to this application is video quality, irritating. // why so heavy update // why the hell video quality is becoming so poor.? what is wrong there? why so poor video quality though i am using android  n grin network!",1,worst application now a day after updating even several time repeatedly the video clarity is becoming worst and worst please take immediate action also the updating version is around mb but no quality what the hell happened to this application is video quality irritating why so heavy update why the hell video quality is becoming so poor what is wrong there why so poor video quality though i am using android n grin network,Saad Elias,,,"[0.017496392496392493, 0.036435786435786426, 0.022546897546897548, 0.016233766233766232, 0.02002164502164502, 0.03517316017316017, 0.017496392496392493, 0.018759018759018756, 0.036435786435786426, 0.05916305916305916, 0.028860028860028853, 0.017496392496392493, 0.018759018759018756, 0.04148629148629149, 0.068001443001443, 0.02886002886002886, 0.017496392496392493, 0.030122655122655117, 0.040223665223665224, 0.03517316017316017, 0.0376984126984127, 0.016233766233766232, 0.022546897546897544, 0.017496392496392496, 0.017496392496392493, 0.027597402597402593, 0.027597402597402593, 0.017496392496392493, 0.04527417027417028, 0.05158730158730159, 0.017496392496392493, 0.021284271284271284, 0.017496392496392496, 0.027597402597402586, 0.028860028860028853]"
25,25,1,Facebook,,"['late', 'update', 'application', 'completely', 'screw', 'notification', 'still', 'mess', 'miss', 'group', 'regular', 'notification', 'new', 'sorting', 'system', 'notification', 'show', 'hour', 'later', 'far', 'notification', 'list', 'have', 'go', 'search', 'group', 'regular', 'notification', 'not', 'cool']",2019-02-16,600035,"the latest update to this application has completely screwed up my notifications. - they are still messed up! i am missing group and regular notifications because of this new ""sorting system"". notifications are showing up hours later! and very far down the notification list, so i have to go searching for group and regular notifications. not cool.",1,the latest update to this application has completely screwed up my notification they are still messed up i am missing group and regular notification because of this new sorting system notification are showing up hour later and very far down the notification list so i have to go searching for group and regular notification not cool,A Google User,,,"[0.02675736961451248, 0.08707482993197282, 0.020408163265306128, 0.020408163265306128, 0.052154195011337896, 0.020408163265306128, 0.023582766439909305, 0.020408163265306128, 0.020408163265306128, 0.021995464852607716, 0.020408163265306128, 0.020408163265306128, 0.03310657596371882, 0.025170068027210894, 0.020408163265306128, 0.0235827664399093, 0.031519274376417244, 0.021995464852607713, 0.023582766439909305, 0.034693877551020415, 0.0648526077097506, 0.02675736961451248, 0.020408163265306128, 0.020408163265306128, 0.020408163265306128, 0.026757369614512486, 0.03469387755102042, 0.021995464852607713, 0.020408163265306128, 0.036281179138322, 0.020408163265306128, 0.021995464852607713, 0.0378684807256236, 0.021995464852607713, 0.03628117913832201]"
27,27,1,Facebook,,"['warn', 'application', 'violate', 'phone', 'protocol', 'application', 'doe', 'not', 'adhere', 'phone', 'set', 'phone', 'notification', 'mute', 'application', 'still', 'make', 'loud', 'annoying', 'sound', 'especially', 'look', 'phone', 'pad', 'want', 'notification', 'sound', 'therefore', 'recommend', 'goole', 'ban', 'application']",2019-02-16,600037,"warning! this application violates phone protocols. this application does not adhere to the phones settings when phones notifications are muted. this application still makes a loud annoying sound, especially after after looking at your phone or ipad. i want the notifications but no sound. therefore, i recommend that google ban this application.",1,warning this application violates phone protocol this application doe not adhere to the phone setting when phone notification are muted this application still make a loud annoying sound especially after after looking at your phone or pad i want the notification but no sound therefore i recommend that goole ban this application,James G,,,"[0.027179821700369654, 0.03326810176125246, 0.02870189171559035, 0.027179821700369648, 0.019569471624266147, 0.021091541639486844, 0.039356381822135265, 0.03479017177647315, 0.027179821700369654, 0.019569471624266147, 0.03022396173081104, 0.04392259186779735, 0.022613611654707547, 0.024135681669928244, 0.024135681669928247, 0.019569471624266147, 0.019569471624266147, 0.027179821700369648, 0.019569471624266147, 0.07588606218743207, 0.03326810176125246, 0.045444661883018066, 0.019569471624266147, 0.03479017177647315, 0.019569471624266147, 0.024135681669928247, 0.019569471624266147, 0.019569471624266147, 0.019569471624266147, 0.022613611654707547, 0.02870189171559035, 0.031746031746031744, 0.021091541639486844, 0.028701891715590348, 0.046966731898238766]"
28,28,1,Facebook,,"['day', 'face', 'automatically', 'get', 'log', 'application', 'face', 'say', 'session', 'expire', 'log', 'log', 'not', 'able', 'post', 'even', 'face', 'problem', 'happen', 'day', 'straight', 'face', 'problem', 'time', 'minimum', 'do', 'something', 'be', 'even', 'option', 'face', 'application', 'complain', 'issue', 'even', 'click', 'option', 'code', 'generator', 'face', 'application', 'close', 'automatically', 'everytime', 'face', 'problem']",2019-02-17,600038,"after some days my facebook automaticall gets logged out from this application. my facebook says ""session expired, please log in"". after logging in, i will not be able to like any post. even now i am facing and this problem happens for - days straight. i faced this problem more than  times minimum. please do something. there is even no option in facebook application about complaining this issue. even when i click the option ""code generator"", facebook application closes automatically"". everytime i face this problem.",3,after some day my face-on automatically get logged out from this application my face-on say session expired please log in after logging in i will not be able to like any post even now i am facing and this problem happens for day straight i faced this problem more than time minimum please do something there is even no option in face-on application about complaining this issue even when i click the option code generator face-on application close automatically everytime i face this problem,progga biswas,,,"[0.02048726467331119, 0.04761904761904764, 0.016611295681063124, 0.016611295681063124, 0.021779254337393875, 0.021779254337393875, 0.03986710963455151, 0.016611295681063124, 0.032115171650055375, 0.016611295681063124, 0.02953119232189, 0.11609449981543007, 0.016611295681063124, 0.02436323366555925, 0.050203026947213014, 0.025655223329641933, 0.0191952750092285, 0.023071244001476563, 0.016611295681063124, 0.05795496493170914, 0.03211517165005537, 0.016611295681063124, 0.02177925433739388, 0.016611295681063124, 0.017903285345145813, 0.021779254337393875, 0.03728313030638613, 0.0191952750092285, 0.025655223329641944, 0.016611295681063124, 0.023071244001476563, 0.024363233665559255, 0.016611295681063124, 0.04503506829088226, 0.035991140642303444]"
30,30,1,Facebook,,"['month', 'face', 'be', 'glitch', 'log', 'read', 'post', 'do', 'something', 'not', 'loading', 'log', 'back', 'in', 'have', 'close', 'application', 'reopen', 'application', 'be', 'not', 'problem', 'update', 'mb', 'minute', 'log', 'usual', 'please_fix']",2019-02-14,600041,"for months now facebook has been glitchy, logging me out while i am reading posts or doing something then not loading when i log back in, have to close the application and reopen the application. this is not the only problem. i just updated another  mb and  minutes in it logged me out and the usual. please fix this.",2,for month now face-on has been glitch logging me out while i am reading post or doing something then not loading when i log back in have to close the application and reopen the application this is not the only problem i just updated another mb and minute in it logged me out and the usual please fix this,Ruth Adkins,,,"[0.031746031746031744, 0.03326810176125245, 0.01956947162426614, 0.021091541639486844, 0.01956947162426614, 0.030223961730811048, 0.01956947162426614, 0.021091541639486844, 0.01956947162426614, 0.034790171776473144, 0.04544466188301806, 0.037834311806914545, 0.02109154163948684, 0.01956947162426614, 0.05762122200478366, 0.021091541639486844, 0.01956947162426614, 0.01956947162426614, 0.024135681669928244, 0.05762122200478366, 0.03935638182213525, 0.01956947162426614, 0.02109154163948684, 0.01956947162426614, 0.02565775168514894, 0.03935638182213525, 0.034790171776473144, 0.05001087192868016, 0.03174603174603175, 0.030223961730811048, 0.01956947162426614, 0.027179821700369648, 0.01956947162426614, 0.02109154163948684, 0.027179821700369648]"
31,31,1,Facebook,,"['bad', 'experience', 'get', 'block', 'hour', 'face', 'allegation', 'recently', 'post', 'something', 'inappropriate', 'check', 'profile', 'far', 'remember', 'last', 'post', 'something', 'last', 'year', 'profile', 'something', 'face', 'regulation', 'rule', 'do', 'not', 'violate', 'rule', 'send', 'face', 'message', 'explain', 'face', 'message', 'block', 'face', 'message', 'do', 'not', 'bother', 'respond', 'amdisconected', 'friend', 'family', 'be', 'bad', 'unprofessional', 'application', 'company']",2019-02-13,600040,"very bad experience. i got blocked more than  hours ago by facebook on the allegation that i recently posted something inappropriate. when i check my profile and as far as i remember, i last posted something last year, and my profile was something within the facebook regulations and rules. i did not violate any rule. i sent facebook messages to explain why facebook messages blocked me, and facebook messages did not bother to respond at all. now i amdisconnected from friends and family. this is bad. unprofessional application and company",1,very bad experience i got blocked more than hour ago by face-on on the allegation that i recently posted something inappropriate when i check my profile and a far a i remember i last posted something last year and my profile was something within the face-on regulation and rule i did not violate any rule i sent face-on message to explain why face-on message blocked me and face-on message did not bother to respond at all now i amdisconected from friend and family this is bad unprofessional application and company,Simelweyinkosi Sibindi,,,"[0.020582592011163425, 0.029129600558171962, 0.03767660910518051, 0.01569858712715854, 0.02180359323216464, 0.01691958834815976, 0.02790859933717074, 0.01569858712715854, 0.01569858712715854, 0.03279260422117563, 0.019361590790162204, 0.13413570556427687, 0.051107622536193935, 0.026687598116169522, 0.01569858712715854, 0.02180359323216464, 0.030350601779173182, 0.023024594453165865, 0.026687598116169522, 0.04744461887319027, 0.04256061398918539, 0.02790859933717074, 0.01814058956916098, 0.01569858712715854, 0.01569858712715854, 0.01569858712715854, 0.02180359323216464, 0.053549624978196375, 0.025466596895168305, 0.01691958834815976, 0.01569858712715854, 0.03523460666317808, 0.018140589569160984, 0.025466596895168298, 0.021803593232164645]"
32,32,1,Facebook,,"['notification', 'screwy', 'clear', 'notification', 'application', 'say', 'forego', 'back', 'nope', 'group', 'page', 'not', 'load', 'post', 'seriously', 'fix', 'basic', 'back', 'view', 'chrome', 'application', 'be', 'painful']",2019-02-15,600042,notifications are screwy. clear notifications then application say  more.go back in. nope. groups and pages will not load any more than one post. seriously. just fix the basics. back to viewing via chrome as application is too painful.,2,notification are screwy clear notification then application say forego back in nope group and page will not load any more than one post seriously just fix the basic back to viewing via chrome a application is too painful,Mel Robinson,,,"[0.0570436507936508, 0.05357142857142858, 0.027529761904761897, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.03621031746031744, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.025793650793650792, 0.025793650793650792, 0.03968253968253968, 0.03621031746031746, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.07266865079365079, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.03100198412698412, 0.022321428571428565, 0.05357142857142858, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.02405753968253968, 0.024057539682539677, 0.022321428571428565, 0.024057539682539677, 0.022321428571428565, 0.022321428571428565]"
33,33,1,Facebook,,"['day', 'be', 'stick', 'top', 'news_feed', 'want', 'see', 'anything', 'new', 'have', 'scroll', 'even', 'unfold', 'page', 'stick', 'still', 'see', 'post', 'do']",2019-02-17,600043,for two days its been stuck on the same top  news feeds. if i want to see anything new i have to scroll down. i even unfollowed the pages that its stuck on a d i still see their posts. doing this again.,2,for two day its been stuck on the same top news feed if i want to see anything new i have to scroll down i even unfolded the page that its stuck on a d i still see their post doing this again,Jennifer R,,,"[0.04225023342670402, 0.0504201680672269, 0.021008403361344536, 0.021008403361344536, 0.024276377217553685, 0.022642390289449112, 0.02264239028944911, 0.03571428571428571, 0.021008403361344536, 0.03571428571428571, 0.029178338001867418, 0.03898225957049486, 0.04388422035480859, 0.02264239028944911, 0.021008403361344536, 0.025910364145658265, 0.021008403361344536, 0.03081232492997198, 0.022642390289449112, 0.027544351073762834, 0.04061624649859944, 0.03244631185807657, 0.021008403361344536, 0.021008403361344536, 0.021008403361344536, 0.024276377217553685, 0.02264239028944911, 0.022642390289449112, 0.052054154995331475, 0.021008403361344536, 0.02264239028944911, 0.030812324929971987, 0.021008403361344536, 0.03244631185807657, 0.034080298786181136]"
34,34,1,Facebook,,"['not', 'see', 'face', 'live', 'even', 'uninstale', 'application', 'many', 'time', 'instal', 'application', 'still', 'not', 'allow', 'see', 'face', 'live', 'notification', 'application', 'say', 'content', 'not', 'available', 'pc', 'face', 'live', 'work', 'fine', 'te', 'update', 'make', 'face', 'bad']",2019-02-18,600044,i cannot see facebook live. even i uninstalled the application many times and installed the application again still will not allow me to see facebook live notification the application will say this content not available were in my pc facebook live working fine tsss. updates just made facebook worst.,1,i can not see face-on live even i uninstaled the application many time and installed the application again still will not allow me to see face-on live notification the application will say this content not available were in my pc face-on live working fine te update just made face-on worst,,,,"[0.02717982170036965, 0.03174603174603175, 0.033268101761252444, 0.019569471624266147, 0.021091541639486847, 0.03783431180691456, 0.019569471624266147, 0.019569471624266147, 0.02109154163948685, 0.019569471624266147, 0.02109154163948685, 0.07436399217221137, 0.02565775168514895, 0.019569471624266147, 0.02109154163948685, 0.019569471624266147, 0.019569471624266147, 0.030223961730811058, 0.019569471624266147, 0.06675364209610787, 0.04240052185257666, 0.03326810176125246, 0.021091541639486847, 0.019569471624266147, 0.019569471624266147, 0.019569471624266147, 0.019569471624266147, 0.019569471624266147, 0.04544466188301806, 0.02565775168514895, 0.019569471624266147, 0.019569471624266147, 0.021091541639486847, 0.028701891715590355, 0.07740813220265277]"
